fru_minor_type,dn,fru_major_type,vid,series,_ManagedObject__xtra_props,pid,_handle,_ManagedObject__xtra_props_dirty_mask,clei,oem_part_number,_ManagedObject__status,_class_id,child_action,sku,descr,_ManagedObject__parent_dn,collected_date,policy_owner,sacl,policy_level,rn,status,description,oem_name,int_id,_ManagedObject__parent_mo,name,_child,_dirty_mask,is_sec_fw_update,caption,part_number,vendor_equipment_type
Not Applicable,capabilities/manufacturer-LSI Corp.-model-LSI 6G MegaRAID 9260-4i-revision-0/manufacturing,Not Applicable,V01,,{},R200-PL004,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,MegaRAID 9260-4i,,EquipmentManufacturingDef,,R200-PL004,,capabilities/manufacturer-LSI Corp.-model-LSI 6G MegaRAID 9260-4i-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"LSI 6G MegaRAID 9260-4i card (RAID 0,1,5,6,10,60) - 512WC",LSI Corp.,254755,,LSI 6G MegaRAID 9260-4i,[],0,,"LSI 6G MegaRAID 9260-4i card (RAID 0,1,5,6,10,60) - 512WC",74-7354-01,Not Applicable
1,capabilities/manufacturer-Cisco Systems Inc-model-UCSC-C240-SNEBS-revision-0/manufacturing,1,V01,,{},UCSC-C240-SNEBS,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,UCSC-C240-SNEBS,,capabilities/manufacturer-Cisco Systems Inc-model-UCSC-C240-SNEBS-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"2 socket, 2RU Rack-Mount Server, 24 DIMMs, 16 SFF Disks, Intel Xeon E5-2600 series, 5 PCIe slots, 2 PSUs",,254768,,Cisco UCS C240 SNEBS,[],0,,Cisco UCS C240 SNEBS High-Density Rack-Mount Server,95-6237-01,
,capabilities/manufacturer-Cisco Systems Inc-model-UCSB-MEZ-ELX-03-revision-0/manufacturing,,V01,,{},UCSB-MEZ-ELX-03,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,UCSB-MEZ-ELX-03,,capabilities/manufacturer-Cisco Systems Inc-model-UCSB-MEZ-ELX-03-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,PCI Express Dual Port 10Gb Converged Network Adapter,,254834,,Cisco UCS M73KR-E,[],0,,Cisco UCS M73KR-E Emulex Converged Network Adapter,73-13647-01,
Not Applicable,capabilities/manufacturer-Cisco Systems Inc-model-UCSB-F-FIO-785M-revision-0/manufacturing,Not Applicable,V01,,{},UCSB-F-FIO-785M,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,UCSB-F-FIO-785M,,capabilities/manufacturer-Cisco Systems Inc-model-UCSB-F-FIO-785M-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,,,254846,,Cisco UCS 785GB MLC Fusion-io ioDrive2,[],0,,,74-10859-01,Not Applicable
,capabilities/manufacturer-Cisco Systems Inc-model-UCSB-MEZ-BRC-02-revision-0/manufacturing,,V01,,{},UCSB-MEZ-BRC-02,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,UCSB-MEZ-BRC-02,,capabilities/manufacturer-Cisco Systems Inc-model-UCSB-MEZ-BRC-02-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,PCI Express Dual Port 10Gb Network Adapter,,254854,,Cisco UCS M61KR-B,[],0,,Cisco UCS M61KR-B Broadcom BCM57712 Network Adapter,73-13646-01,
,"capabilities/manufacturer-Cisco Systems, Inc.-model-N10-PAC2-750W-revision-0/manufacturing",,V01,,{},N10-PAC2-750W,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N10-PAC2-750W,,"capabilities/manufacturer-Cisco Systems, Inc.-model-N10-PAC2-750W-revision-0",2016-12-28 06:58:41,local,,0,manufacturing,,750W power supply unit for UCS 6140XP/100-240VAC,,254863,,750W power supply unit for UCS 6140XP/100-240VAC,[],0,,750W power supply unit for UCS 6140XP/100-240VAC,341-0349-01,
,"capabilities/manufacturer-Cisco Systems, Inc.-model-N10-PAC1-550W-revision-0/manufacturing",,V00,,{},N10-PAC1-550W,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N10-PAC1-550W,,"capabilities/manufacturer-Cisco Systems, Inc.-model-N10-PAC1-550W-revision-0",2016-12-28 06:58:41,local,,0,manufacturing,,550W 100-240VAC PSU for UCS 6120 Fabric Interconnect,,254866,,550W 100-240VAC PSU for UCS 6120 Fabric Interconnect,[],0,,550W 100-240VAC PSU for UCS 6120 Fabric Interconnect,N10-PAC1-550W,
,"capabilities/manufacturer-Cisco Systems, Inc.-model-N55-PAC-1100W-revision-0/manufacturing",,V00,,{},N55-PAC-1100W,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N55-PAC-1100W,,"capabilities/manufacturer-Cisco Systems, Inc.-model-N55-PAC-1100W-revision-0",2016-12-28 06:58:41,local,,0,manufacturing,,N55-PAC-1100W PSU for UCS-FI-6296UP,,254869,,N55-PAC-1100W PSU for UCS-FI-6296UP,[],0,,N55-PAC-1100W PSU for UCS-FI-6296UP,N55-PAC-1100W,
Not Applicable,capabilities/manufacturer-LSI Corp.-model-LSI 6G MegaRAID 9220-4i-revision-0/manufacturing,Not Applicable,V01,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,MegaRAID 9220-4i,,EquipmentManufacturingDef,,,,capabilities/manufacturer-LSI Corp.-model-LSI 6G MegaRAID 9220-4i-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"LSI 6G MegaRAID 9220-4i card (RAID 0,1,5,6,10,60) - 512WC",LSI Corp.,254933,,LSI 6G MegaRAID 9220-4i,[],0,,"LSI 6G MegaRAID 9220-4i card (RAID 0,1,5,6,10,60) - 512WC",800-34338-01,Not Applicable
Not Applicable,capabilities/manufacturer-Cisco Systems Inc-model-UCSB-F-LSI-800M-revision-0/manufacturing,Not Applicable,V01,,{},UCSB-F-LSI-800M,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,UCSB-F-LSI-800M,,capabilities/manufacturer-Cisco Systems Inc-model-UCSB-F-LSI-800M-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,,,254968,,LSI 800GB MLC WarpDrive,[],0,,,74-10858-01,Not Applicable
,capabilities/manufacturer-Cisco Systems Inc-model-RC460-PSU2-850W-revision-0/manufacturing,,V02,,{},RC460-PSU2-850W,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,RC460-PSU2-850W,,capabilities/manufacturer-Cisco Systems Inc-model-RC460-PSU2-850W-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,850W power supply unit for UCS C460 M1/M2 Rack Server,,254970,,850W power supply unit for UCS C460 M1/M2 Rack Server,[],0,,850W power supply unit for UCS C460 M1/M2 Rack Server,74-7388-02,
1,capabilities/manufacturer-Cisco Systems Inc-model-UCSB-MLOM-PT-01-revision-0/manufacturing,1,V00,,{},UCSB-MLOM-PT-01,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,UCSB-MLOM-PT-01,,capabilities/manufacturer-Cisco Systems Inc-model-UCSB-MLOM-PT-01-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Port Expander Card for Cisco UCS 1240 MLOM,,255056,,Cisco UCS Port Expander Card,[],0,,Cisco UCS Port Expander Card,73-14033-01,
Not Applicable,capabilities/manufacturer-Cisco Systems Inc-model-UCSB-F-LSI-400S-revision-0/manufacturing,Not Applicable,V01,,{},UCSB-F-LSI-400S,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,UCSB-F-LSI-400S,,capabilities/manufacturer-Cisco Systems Inc-model-UCSB-F-LSI-400S-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,,,255062,,LSI 400GB SLC WarpDrive,[],0,,,74-10857-01,Not Applicable
Not Applicable,capabilities/manufacturer-LSI Corp.-model-UCSC RAID SAS 2008M-8i-revision-0/manufacturing,Not Applicable,V01,,{},UCSC-RAID-11-C220,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,UCSC RAID SAS 2008M-8i,,EquipmentManufacturingDef,,UCSC-RAID-11-C220,,capabilities/manufacturer-LSI Corp.-model-UCSC RAID SAS 2008M-8i-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"UCSC RAID SAS 2008M-8i(RAID 0,1,5,10)",LSI Corp.,255068,,UCSC RAID SAS 2008M-8i,[],0,,"UCSC RAID SAS 2008M-8i(RAID 0,1,5,10)",74-10149-XX,Not Applicable
,capabilities/manufacturer-Cisco Systems Inc-model-UCS-IOM-2204XP-revision-0/manufacturing,,V01,,{},UCS-IOM-2204XP,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,UCS-IOM-2204XP,,capabilities/manufacturer-Cisco Systems Inc-model-UCS-IOM-2204XP-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Cisco UCS 2204XP 4 Port I/O Module,,255145,,Cisco UCS 2204XP,[],0,,Cisco UCS 2204XP 4 Port I/O Module,UCS-IOM-2204XP,
,capabilities/manufacturer-Cisco Systems Inc-model-UCSC-PSU2-1200-revision-0/manufacturing,,V01,,{},UCSC-PSU2-1200,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,UCSC-PSU2-1200,,capabilities/manufacturer-Cisco Systems Inc-model-UCSC-PSU2-1200-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,1200W power supply unit for UCS C-Series Servers,,255149,,1200W power supply unit for UCS C-Series Servers,[],0,,1200W power supply unit for UCS C-Series Servers,341-0472-01,
,capabilities/manufacturer-Cisco Systems Inc-model-R250-PSU2-750W-revision-0/manufacturing,,V00,,{},R250-PSU2-750W,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,R250-PSU2-750W,,capabilities/manufacturer-Cisco Systems Inc-model-R250-PSU2-750W-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,750W power supply unit for UCS C250 Server,,255152,,750W power supply unit for UCS C250 Server,[],0,,750W power supply unit for UCS C250 Server,341-0363-01,
1,capabilities/manufacturer-Cisco Systems Inc-model-C260-BASE-2646-revision-0/manufacturing,1,V01,,{},C260-BASE-2646,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,C260-BASE-2646,,capabilities/manufacturer-Cisco Systems Inc-model-C260-BASE-2646-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"2 socket, 2RU Rack-Mount Server, 64 DIMMs, 32 SFF Disks, Intel Xeon 7500 series, 7 PCIe slots, 2 PSUs",,255159,,Cisco UCS C260 M2,[],0,,Cisco UCS C260 M2 High-Density Rack-Mount Server,68-4074-03,
1,capabilities/manufacturer-Cisco Systems Inc-model-UCS-VIC-M82-8P-revision-0/manufacturing,1,V00,,{},UCS-VIC-M82-8P,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,UCS-VIC-M82-8P,,capabilities/manufacturer-Cisco Systems Inc-model-UCS-VIC-M82-8P-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,PCI Express Dual Port Cisco Converged Network Adapter Supporting 40Gb Ethernet and 40Gb Fibre Channel,,255308,,Cisco UCS VIC 1280,[],0,,Cisco UCS VIC 1280 Virtual Interface Card,73-13416-01,
,"capabilities/manufacturer-Cisco Systems, Inc.-model-N55-PAC-750W-revision-0/manufacturing",,V00,,{},N55-PAC-750W,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N55-PAC-750W,,"capabilities/manufacturer-Cisco Systems, Inc.-model-N55-PAC-750W-revision-0",2016-12-28 06:58:41,local,,0,manufacturing,,N55-PAC-750W PSU for UCS-FI-6248UP,,255413,,N55-PAC-750W PSU for UCS-FI-6248UP,[],0,,N55-PAC-750W PSU for UCS-FI-6248UP,N55-PAC-750W,
,capabilities/manufacturer-Cisco Systems Inc-model-N20-PAC5-2500W-revision-0/manufacturing,,V00,,{},N20-PAC5-2500W,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N20-PAC5-2500W,,capabilities/manufacturer-Cisco Systems Inc-model-N20-PAC5-2500W-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,2500W 200-240VAC PSU for UCS 5108 Blade Server Chassis,,255416,,2500W 200-240VAC PSU for UCS 5108 Blade Server Chassis,[],0,,2500W 200-240VAC PSU for UCS 5108 Blade Server Chassis,N20-PAC5-2500W,
,capabilities/manufacturer-Cisco Systems Inc-model-R250-PSU2-850W-revision-0/manufacturing,,V00,,{},R250-PSU2-850W,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,R250-PSU2-850W,,capabilities/manufacturer-Cisco Systems Inc-model-R250-PSU2-850W-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,850W power supply unit for UCS C250 M2 Rack Server,,255446,,850W power supply unit for UCS C250 M2 Rack Server,[],0,,850W power supply unit for UCS C250 M2 Rack Server,341-0420-01,
,"capabilities/manufacturer-Cisco Systems, Inc.-model-UCS-FI-E16UP-revision-0/manufacturing",,V01,,{},UCS-FI-E16UP,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,UCS-FI-E16UP,,"capabilities/manufacturer-Cisco Systems, Inc.-model-UCS-FI-E16UP-revision-0",2016-12-28 06:58:41,local,,0,manufacturing,,16-port Flex Port Expansion Module For UCS Fabric Interconnect,,255531,,16-port Flex Port Expansion Module For UCS Fabric Interconnect,[],0,,16-port Flex Port Expansion Module For UCS Fabric Interconnect,68-3635-01,
,capabilities/manufacturer-Cisco Systems Inc-model-UCS-IOM-2208XP-revision-0/manufacturing,,V01,,{},UCS-IOM-2208XP,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,UCS-IOM-2208XP,,capabilities/manufacturer-Cisco Systems Inc-model-UCS-IOM-2208XP-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Cisco UCS 2208XP 8 Port I/O Module,,255642,,Cisco UCS 2208XP,[],0,,Cisco UCS 2208XP 8 Port I/O Module,68-3718-01,
1,capabilities/manufacturer-Cisco Systems Inc-model-UCSC-C240-M3S2-revision-0/manufacturing,1,V01,,{},UCSC-C240-M3S2,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,UCSC-C240-M3S2,,capabilities/manufacturer-Cisco Systems Inc-model-UCSC-C240-M3S2-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"2 socket, 2RU Rack-Mount Server, 24 DIMMs, 16 SFF Disks, Intel Xeon E5-2600 series, 5 PCIe slots, 2 PSUs",,255711,,Cisco UCS C240 M3,[],0,,Cisco UCS C240 M3 High-Density Rack-Mount Server,74-9107-01,
Not Applicable,capabilities/manufacturer-MemoryManufacturer-model-15-11766-01-revision-01/manufacturing,Not Applicable,V01,,{},N01-M304GA1,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,Not Applicable,,,EquipmentManufacturingDef,,N01-M304GA1,,capabilities/manufacturer-MemoryManufacturer-model-15-11766-01-revision-01,2016-12-28 06:58:41,local,,0,manufacturing,,"4GB DDR3 DIMM; ECC, Registered, 1066MHz",,255771,,"4GB DDR3 DIMM; ECC, Registered, 1066MHz",[],0,,"4GB DDR3 DIMM; ECC, Registered, 1066MHz",15-11766,Not Applicable
Not Applicable,capabilities/manufacturer-MemoryManufacturer-model-15-11767-01-revision-01/manufacturing,Not Applicable,V01,,{},N01-M304GB1,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,Not Applicable,,,EquipmentManufacturingDef,,N01-M304GB1,,capabilities/manufacturer-MemoryManufacturer-model-15-11767-01-revision-01,2016-12-28 06:58:41,local,,0,manufacturing,,"4GB DDR3 DIMM; ECC, Registered, 1333MHz",,255773,,"4GB DDR3 DIMM; ECC, Registered, 1333MHz",[],0,,"4GB DDR3 DIMM; ECC, Registered, 1333MHz",15-11767,Not Applicable
Not Applicable,capabilities/manufacturer-MemoryManufacturer-model-15-11764-01-revision-01/manufacturing,Not Applicable,V01,,{},N01-M302GA1,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,Not Applicable,,,EquipmentManufacturingDef,,N01-M302GA1,,capabilities/manufacturer-MemoryManufacturer-model-15-11764-01-revision-01,2016-12-28 06:58:41,local,,0,manufacturing,,"2GB DDR3 DIMM; ECC, Registered, 1066MHz",,255775,,"2GB DDR3 DIMM; ECC, Registered, 1066MHz",[],0,,"2GB DDR3 DIMM; ECC, Registered, 1066MHz",15-11764,Not Applicable
Not Applicable,capabilities/manufacturer-MemoryManufacturer-model-15-11765-01-revision-01/manufacturing,Not Applicable,V01,,{},N01-M302GA1,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,Not Applicable,,,EquipmentManufacturingDef,,N01-M302GA1,,capabilities/manufacturer-MemoryManufacturer-model-15-11765-01-revision-01,2016-12-28 06:58:41,local,,0,manufacturing,,"2GB DDR3 DIMM; ECC, Registered, 1333MHz",,255777,,"2GB DDR3 DIMM; ECC, Registered, 1333MHz",[],0,,"2GB DDR3 DIMM; ECC, Registered, 1333MHz",15-11764,Not Applicable
,capabilities/manufacturer-Cisco Systems Inc-model-UCSC-PSU2-650-revision-0/manufacturing,,V00,,{},UCSC-PSU-650W,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,UCSC-PSU-650W,,capabilities/manufacturer-Cisco Systems Inc-model-UCSC-PSU2-650-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"650W power supply, with added 5A Standby for UCS C22 or C24",,255779,,"650W power supply, with added 5A Standby for UCS C22 or C24",[],0,,"650W power supply, with added 5A Standby for UCS C22 or C24",341-0490-01,
1,capabilities/manufacturer-Cisco Systems Inc-model-UCSC-C240-M3L-revision-0/manufacturing,1,V01,,{},UCSC-C240-M3L,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,UCSC-C240-M3L,,capabilities/manufacturer-Cisco Systems Inc-model-UCSC-C240-M3L-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"2 socket, 2RU Rack-Mount Server, 24 DIMMs, 12 LFF Disks, Intel Xeon E5-2600 series, 5 PCIe slots, 2 PSUs",,255789,,Cisco UCS C240 M3,[],0,,Cisco UCS C240 M3 High-Density Rack-Mount Server,74-9107-01,
,capabilities/manufacturer-Cisco Systems Inc-model-UCSC-PSU-450W-revision-0/manufacturing,,V00,,{},UCSC-PSU-450W,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,UCSC-PSU-450W,,capabilities/manufacturer-Cisco Systems Inc-model-UCSC-PSU-450W-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"450W power supply, with added 5A Standby for UCS C22 or C24",,255822,,"450W power supply, with added 5A Standby for UCS C22 or C24",[],0,,"450W power supply, with added 5A Standby for UCS C22 or C24",341-0496-01,
1,capabilities/manufacturer-Cisco Systems Inc-model-UCSC-C220-M3L-revision-0/manufacturing,1,V01,,{},UCSC-C220-M3L,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,UCSC-C220-M3L,,capabilities/manufacturer-Cisco Systems Inc-model-UCSC-C220-M3L-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"2 socket, 1RU Rack-Mount Server, 16 DIMMs, 4 LFF Disks, Intel Xeon E5-2600 series, 2 PCIe slots, 2 PSUs",,255832,,Cisco UCS C220 M3,[],0,,Cisco UCS C220 M3 High-Density Rack-Mount Server,74-9932-01,
,capabilities/manufacturer-Cisco Systems Inc-model-UCSC-PSU-650W-revision-0/manufacturing,,V00,,{},UCSC-PSU-650W,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,UCSC-PSU-650W,,capabilities/manufacturer-Cisco Systems Inc-model-UCSC-PSU-650W-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"650W power supply, with added 5A Standby for UCS C220 or C240",,255857,,"650W power supply, with added 5A Standby for UCS C220 or C240",[],0,,"650W power supply, with added 5A Standby for UCS C220 or C240",341-0490-01,
1,capabilities/manufacturer-Cisco Systems Inc-model-UCSC-C220-M3S-revision-0/manufacturing,1,V01,,{},UCSC-C220-M3S,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,UCSC-C220-M3S,,capabilities/manufacturer-Cisco Systems Inc-model-UCSC-C220-M3S-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"2 socket, 1RU Rack-Mount Server, 16 DIMMs, 8 SFF Disks, Intel Xeon E5-2600 series, 2 PCIe slots, 2 PSUs",,256019,,Cisco UCS C220 M3,[],0,,Cisco UCS C220 M3 High-Density Rack-Mount Server,74-9932-01,
1,capabilities/manufacturer-Cisco Systems Inc-model-R210-2121605W-revision-0/manufacturing,1,V01,,{},R210-2121605W,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,R210-2121605W,,capabilities/manufacturer-Cisco Systems Inc-model-R210-2121605W-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"2 socket, 2RU Rack-Mount Server, 12 DIMMs, 16 SFF Disks, Intel Xeon 5500 and 5600 series, 5 PCIe slots, 2 PSUs",,256048,,Cisco UCS C210 M2,[],0,,Cisco UCS C210 M2 General-Purpose Rack-Mount Server,74-7341-01,
,capabilities/manufacturer-Cisco Systems Inc-model-UCSX-MLOM-001-revision-0/manufacturing,,V01,,{},UCSX-MLOM-001,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,BCM57712,,EquipmentManufacturingDef,,UCSX-MLOM-001,,capabilities/manufacturer-Cisco Systems Inc-model-UCSX-MLOM-001-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,CISCO LOM BCM57712 Dual Port 10GbE NIC SFP+,Broadcom Corp.,256131,,CISCO LOM BCM57712 Dual Port 10GbE NIC SFP+,[],0,,CISCO LOM BCM57712 Dual Port 10GbE NIC SFP+,UCSX-MLOM-001,
1,capabilities/manufacturer-Cisco Systems Inc-model-UCSC-C240-M3S-revision-0/manufacturing,1,V01,,{},UCSC-C240-M3S,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,UCSC-C240-M3S,,capabilities/manufacturer-Cisco Systems Inc-model-UCSC-C240-M3S-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"2 socket, 2RU Rack-Mount Server, 24 DIMMs, 24 SFF Disks, Intel Xeon E5-2600 series, 5 PCIe slots, 2 PSUs",,256147,,Cisco UCS C240 M3,[],0,,Cisco UCS C240 M3 High-Density Rack-Mount Server,74-9107-01,
1,capabilities/manufacturer-Cisco Systems Inc-model-R200-1120402W-revision-0/manufacturing,1,V01,,{},R200-1120402W,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,R200-1120402W,,capabilities/manufacturer-Cisco Systems Inc-model-R200-1120402W-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"2 socket, 1RU Rack-Mount Server, 12 DIMMs, 4 LFF Disks, Intel Xeon 5500 and 5600 series, 2 PCIe slots, 2 PSUs",,256184,,Cisco UCS C200 M2,[],0,,Cisco UCS C200 M2 High-Density Rack-Mount Server,74-7340-01,
1,capabilities/manufacturer-Cisco Systems Inc-model-UCSC-C24-M3S2-revision-0/manufacturing,1,V01,,{},UCSC-C24-M3S2,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,UCSC-C24-M3S2,,capabilities/manufacturer-Cisco Systems Inc-model-UCSC-C24-M3S2-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"2 socket, 2RU Rack-Mount Server, 12 DIMMs, 8 SFF Disks, Intel Xeon E5-2400 series, 2 PCIe slots, 1 PSU",,256197,,Cisco UCS C24 M3S2,[],0,,Cisco UCS C24 M3S2 High-Density Rack-Mount Server,74-9107-01,
1,capabilities/manufacturer-Cisco Systems Inc-model-R250-2480805W-revision-0/manufacturing,1,V01,,{},R250-2480805W,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,R250-2480805W,,capabilities/manufacturer-Cisco Systems Inc-model-R250-2480805W-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"2 socket, 2RU Rack-Mount Server, 48 DIMMs, 8 SFF Disks, Intel Xeon 5500 and 5600 series, 5 PCIe slots, 2PSUs",,256249,,Cisco UCS C250 M2,[],0,,Cisco UCS C250 M2 Extended-Memory Rack-Mount Server,74-7352-01,
,capabilities/manufacturer-Cisco Systems-model-N2K-C2232PP-10GE-revision-0/manufacturing,,V01,,{},N2K-C2232PP-10GE,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N2K-C2232PP-10GE,,capabilities/manufacturer-Cisco Systems-model-N2K-C2232PP-10GE-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Cisco Nexus 2000 Series 32-port 10GE and 8-port 10GE SFP+ Fabric Extender,,256259,,Cisco Nexus 2232PP,[],0,,Cisco Nexus 2232PP Fabric Extender,800-34211-01,
,capabilities/manufacturer-ATA-model-SAMSUNG MCCOE1HG5MXP-0VB03-revision-0/manufacturing,,V01,,{},A03-D100SSD,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,MCCOE1HG5MXP-OVB,,EquipmentManufacturingDef,,A03-D100SSD,,capabilities/manufacturer-ATA-model-SAMSUNG MCCOE1HG5MXP-0VB03-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,100GB SATA SSD SFF HDD/hot plug/drive sled mounted,Samsung Semiconductors,256263,,100GB SATA SSD SFF HDD/hot plug/drive sled mounted,[],0,,100GB SATA SSD SFF HDD/hot plug/drive sled mounted,16-3862-01,
1,capabilities/manufacturer-Cisco Systems Inc-model-UCSC-C24-M3L-revision-0/manufacturing,1,V01,,{},UCSC-C24-M3L,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,UCSC-C24-M3L,,capabilities/manufacturer-Cisco Systems Inc-model-UCSC-C24-M3L-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"2 socket, 2RU Rack-Mount Server, 12 DIMMs, 4 LFF Disks, Intel Xeon E5-2400 series, 2 PCIe slots, 1 PSU",,256274,,Cisco UCS C24 M3,[],0,,Cisco UCS C24 M3 High-Density Rack-Mount Server,74-9107-01,
